"País","Género","Edad_del_encuestado_calculada","Interés_en_la_política","Confianza_politicos","Confianza_parlamento","Confianza_partidos_politicos","Votó_en_la_última_elección_nacional","Participó_en_una_manifestación_pública_en_los_últimos_12_meses","Sentimiento_de_cercanía_hacia_un_partido_político_en_particular","Rango_Edad","Region_Geografica"
"Lithuania","Male",57,2,6,6,6,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",59,4,0,0,0,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",28,4,6,7,7,"Yes","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",45,4,7,6,7,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",82,3,7,2,2,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",59,2,4,4,4,"Yes","Yes","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",63,3,2,4,2,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",34,4,0,9,0,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",40,1,7,6,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",47,3,1,1,1,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",55,3,0,0,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",46,4,0,0,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",69,3,5,6,6,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",60,2,2,3,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",56,2,4,0,4,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",59,3,3,3,0,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",31,2,8,7,7,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",64,2,7,7,8,"No","Yes","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",65,2,3,3,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",40,3,0,3,1,"Not eligible to vote","Yes","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",65,2,2,4,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",38,4,3,4,4,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",55,2,3,5,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",63,2,3,3,4,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",78,2,5,8,4,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",59,3,3,2,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",16,4,2,5,4,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",58,2,5,8,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",59,2,4,4,4,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",75,3,3,5,3,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",54,1,5,0,0,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",36,2,5,4,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",38,4,5,10,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",30,4,4,5,4,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",59,3,3,4,3,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",50,1,3,3,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",59,4,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",62,4,4,7,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",67,2,0,5,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",23,3,0,2,0,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",46,3,5,4,3,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",65,4,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",29,2,5,6,5,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",29,2,4,5,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",66,1,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",85,1,5,5,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",32,2,0,0,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",48,1,6,7,6,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",52,2,3,2,2,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",43,3,2,4,1,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",52,4,1,1,1,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",29,3,3,4,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",47,2,5,6,0,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",20,2,2,3,4,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",57,3,3,2,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",53,3,1,2,2,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",55,3,4,5,4,"Not eligible to vote","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",56,3,3,1,1,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",23,4,2,2,1,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",32,3,2,2,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",64,3,7,2,7,"No","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",46,2,3,3,3,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",28,3,0,0,0,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",47,3,6,7,6,"Yes","Yes","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",62,3,4,1,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",53,4,1,1,1,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",21,3,3,7,4,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",62,2,2,0,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",47,4,4,4,4,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",32,4,0,1,0,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",47,3,1,1,1,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",72,3,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",49,2,9,10,8,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",80,3,6,3,6,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",28,3,4,4,4,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",25,3,6,8,6,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",22,4,3,3,3,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",74,3,7,3,4,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",25,3,4,4,4,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",76,2,1,1,1,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",33,3,5,4,5,"No","Yes","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",41,2,4,5,5,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",56,3,3,5,4,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",21,4,0,7,0,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",77,3,4,1,2,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",62,3,0,0,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",76,2,4,0,3,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",41,3,3,1,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",56,2,2,2,3,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",24,4,5,6,5,"No","No","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",45,3,0,1,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",53,3,0,0,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",38,3,3,4,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",34,3,3,3,3,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",45,3,5,8,3,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",66,3,4,5,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",52,3,6,7,5,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",36,2,3,5,4,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",32,3,4,5,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",30,3,3,1,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",24,2,3,5,3,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",28,3,4,3,2,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",66,4,1,2,1,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",35,3,2,3,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",47,3,4,8,4,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",34,3,3,3,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",42,3,7,7,6,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",62,4,3,5,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",31,2,4,4,4,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",26,4,0,3,0,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",66,3,7,7,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",47,3,3,1,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",34,4,5,5,6,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",32,3,2,5,1,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",63,2,3,5,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",51,3,0,2,1,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",30,3,4,8,2,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",49,3,1,1,1,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",44,3,7,7,6,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",35,3,3,4,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",38,4,5,5,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",43,3,0,1,0,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",32,3,3,1,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",23,3,3,7,4,"No","Yes","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",54,3,5,5,1,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",84,2,3,4,3,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",27,4,1,1,1,"No","Yes","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",72,2,5,6,5,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",68,2,0,5,0,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",76,2,4,6,5,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",40,3,2,5,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",80,3,4,1,0,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",39,2,2,2,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",66,1,0,2,0,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",55,3,0,0,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",62,4,7,6,5,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",24,3,2,3,2,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",21,3,5,0,5,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",39,3,3,2,2,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",52,2,0,0,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",38,3,0,0,0,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",69,3,4,5,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",50,4,2,2,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",24,3,7,7,7,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",71,3,4,4,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",65,3,5,5,5,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",29,3,1,3,2,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",50,2,3,3,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",59,3,4,5,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",59,2,3,3,3,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",86,3,9,8,0,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",82,2,4,6,6,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",30,3,3,5,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",50,4,0,0,0,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",30,4,2,0,1,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",75,3,5,5,3,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",41,2,4,6,5,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",30,3,4,6,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",23,3,6,6,7,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",49,3,3,4,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",56,2,3,4,3,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",48,4,6,4,4,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",25,3,6,7,7,"Yes","Yes","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",49,2,2,6,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",44,4,0,1,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",39,4,3,5,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",37,4,0,7,1,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",69,2,2,0,1,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",21,3,1,3,1,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",74,2,0,0,0,"Yes","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",37,2,4,4,3,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",30,2,3,5,5,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",78,2,5,5,4,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",62,3,1,0,2,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",42,4,1,2,1,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",29,3,3,2,0,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",66,2,5,4,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",18,4,2,3,2,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",58,4,2,2,2,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",77,2,7,6,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",28,3,4,4,4,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",36,2,4,4,2,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",37,3,2,0,0,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",66,3,4,5,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",75,2,2,3,2,"Yes","Yes","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",43,2,4,4,4,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",56,3,1,1,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",54,3,5,5,3,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",57,3,8,8,7,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",30,2,6,6,6,"Yes","Yes","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",41,3,5,5,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",38,3,7,7,5,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",61,2,0,0,0,"Yes","Yes","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",78,2,5,3,5,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",83,2,4,4,4,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",57,4,1,1,1,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",44,3,0,0,0,"No","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",67,3,5,4,4,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",43,2,3,2,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",49,3,4,4,4,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",26,3,7,5,7,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",28,3,5,6,3,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",80,2,3,2,3,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",66,2,6,7,6,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",42,2,8,5,7,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",32,2,0,4,2,"No","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",45,3,4,6,5,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",70,3,5,7,5,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",28,2,10,10,7,"Yes","Yes","Yes","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",32,2,0,0,0,"No","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",54,3,2,0,2,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",69,2,3,4,3,"Yes","Yes","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",33,3,1,2,1,"Yes","Yes","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",69,2,2,0,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",27,3,0,0,0,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",49,3,3,4,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",52,3,5,5,3,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",54,3,1,0,1,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",46,2,2,2,3,"Not eligible to vote","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",28,3,3,4,3,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",24,1,5,6,5,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",48,3,1,3,1,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",60,2,3,4,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",52,3,0,0,0,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",85,3,5,4,4,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",39,3,0,0,0,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Female",60,3,2,0,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",63,2,5,7,3,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",44,2,5,5,4,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",23,3,0,0,0,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",20,3,0,4,0,"Not eligible to vote","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",65,2,1,2,2,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",38,3,2,3,0,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",70,2,3,4,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",19,3,6,6,6,"No","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Female",56,4,0,0,0,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",31,3,1,1,2,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",53,2,3,0,3,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",74,2,2,2,2,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",33,3,3,3,3,"No","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",59,3,9,7,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",59,3,6,6,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",30,3,4,5,4,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",47,4,4,2,5,"Yes","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",77,2,4,6,2,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",81,2,6,7,6,"Yes","No","Yes","Ancianos (75-90)","Europa del Norte"
"Lithuania","Male",39,3,3,4,3,"Yes","No","Yes","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",54,3,5,2,1,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",62,3,3,3,3,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",61,2,6,8,7,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",41,3,1,0,1,"Yes","No","No","Adultos Jóvenes (30-44)","Europa del Norte"
"Lithuania","Male",60,2,4,4,3,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",62,4,2,1,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",79,2,7,3,3,"No","No","No","Ancianos (75-90)","Europa del Norte"
"Lithuania","Female",71,2,7,0,5,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",62,2,7,8,7,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",54,4,6,2,5,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",69,2,2,4,1,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",63,2,6,5,7,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Male",53,3,3,10,3,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",44,2,2,3,2,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",59,3,2,2,2,"Yes","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",64,3,5,7,4,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",53,2,7,7,6,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",57,3,3,4,2,"No","No","No","Adultos (45-59)","Europa del Norte"
"Lithuania","Female",70,2,6,4,6,"Yes","No","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",59,2,5,7,5,"No","No","No","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",22,2,1,3,1,"Yes","No","No","Jóvenes (15-29)","Europa del Norte"
"Lithuania","Male",67,2,4,5,4,"Yes","Yes","Yes","Adultos Mayores (60-74)","Europa del Norte"
"Lithuania","Female",56,2,8,9,7,"Yes","No","Yes","Adultos (45-59)","Europa del Norte"
"Lithuania","Male",45,2,4,4,4,"No","No","No","Adultos (45-59)","Europa del Norte"
